1.000000000000000000e+00,1.154622084206695901e+06
2.000000000000000000e+00,1.193466119522413705e+06
3.000000000000000000e+00,1.330671559097670019e+06
4.000000000000000000e+00,1.284604214082440129e+06
5.000000000000000000e+00,1.092907452362718293e+06
6.000000000000000000e+00,1.120945605927816126e+06
7.000000000000000000e+00,1.254404889429032104e+06
8.000000000000000000e+00,1.202270791871952359e+06
9.000000000000000000e+00,1.132433647421435919e+06
1.000000000000000000e+01,1.164722584521474782e+06
1.100000000000000000e+01,1.287657618919314584e+06
1.200000000000000000e+01,1.218302531275613699e+06
1.300000000000000000e+01,1.212244860637204722e+06
1.400000000000000000e+01,1.244881394930890528e+06
1.500000000000000000e+01,1.396766570812544785e+06
1.600000000000000000e+01,1.343857684775540140e+06
1.700000000000000000e+01,1.226487525014549494e+06
1.800000000000000000e+01,1.260837998560408130e+06
1.900000000000000000e+01,1.409671321313201683e+06
2.000000000000000000e+01,1.374166475457260385e+06
2.100000000000000000e+01,1.175983718691554852e+06
2.200000000000000000e+01,1.194482250596464612e+06
2.300000000000000000e+01,1.323959765608856920e+06
2.400000000000000000e+01,1.295160654686043970e+06
2.500000000000000000e+01,1.075459473428769736e+06
2.600000000000000000e+01,1.207431579855102114e+06
2.700000000000000000e+01,1.191317924082838465e+06
2.800000000000000000e+01,1.171751384289532900e+06
2.900000000000000000e+01,1.171235613380835159e+06
3.000000000000000000e+01,1.184070997551697306e+06
3.100000000000000000e+01,1.275936625292581040e+06
3.200000000000000000e+01,1.256903595967754256e+06
3.300000000000000000e+01,1.195263978348970413e+06
3.400000000000000000e+01,1.193843684430720750e+06
3.500000000000000000e+01,1.275156007092910819e+06
3.600000000000000000e+01,1.271744140144990524e+06
3.700000000000000000e+01,1.182876474349006079e+06
3.800000000000000000e+01,1.178773476208373904e+06
3.900000000000000000e+01,1.247560036255655112e+06
4.000000000000000000e+01,1.246515163992991904e+06
4.100000000000000000e+01,1.194417898774704896e+06
4.200000000000000000e+01,1.177931288092069793e+06
4.300000000000000000e+01,1.221509006277738372e+06
4.400000000000000000e+01,1.244835033436604775e+06
4.500000000000000000e+01,1.251204807262763148e+06
4.600000000000000000e+01,1.216746728717490099e+06
4.700000000000000000e+01,1.235091006800280418e+06
4.800000000000000000e+01,1.270140333770886762e+06
4.900000000000000000e+01,1.229170635138474405e+06
5.000000000000000000e+01,1.188073418515046593e+06
5.100000000000000000e+01,1.185068666737081949e+06
5.200000000000000000e+01,1.235635946812018054e+06
5.300000000000000000e+01,1.405718263080483768e+06
5.400000000000000000e+01,1.315660045481206151e+06
5.500000000000000000e+01,1.261846170306453016e+06
5.600000000000000000e+01,1.368655025774067268e+06
5.700000000000000000e+01,1.355541222625733120e+06
5.800000000000000000e+01,1.257962622974865837e+06
5.900000000000000000e+01,1.209070067438389640e+06
6.000000000000000000e+01,1.309950135453228140e+06
6.100000000000000000e+01,1.633004758669558680e+06
6.200000000000000000e+01,1.441748672146613710e+06
6.300000000000000000e+01,1.282863421661256580e+06
6.400000000000000000e+01,1.474193874718683073e+06
6.500000000000000000e+01,1.511912915808369638e+06
6.600000000000000000e+01,1.357314416266151238e+06
6.700000000000000000e+01,1.237546102558204206e+06
6.800000000000000000e+01,1.404842926399091026e+06
6.900000000000000000e+01,1.386792052566962549e+06
7.000000000000000000e+01,1.238801165105764754e+06
7.100000000000000000e+01,1.106464880840843543e+06
7.200000000000000000e+01,1.264631874038611073e+06
